BUB1	PPP2CA	->
BUB1	PPP2R1A	->
C-ERBB-3	GRB2	->
C2CD5	CALM1	->
C2CD5	EXOC1	->
C2CD5	EXOC2	->
C2CD5	EXOC3	->
C2CD5	EXOC4	->
C2CD5	EXOC5	->
C2CD5	EXOC6	->
C2CD5	EXOC7	->
C2CD5	EXOC8	->
C2CD5	MYH2	->
C2CD5	MYH4	->
C2CD5	MYO1C	->
C2CD5	MYO5A	->
C2CD5	RALA	->
C4BPA	NFKB1	->
C4BPA	NFKBIA	->
C4BPA	RELA	->
CAB39	MARK2	->
CAB39	MARK4	->
CAB39	SIK1	->
CAB39	SIK2	->
CAB39	SIK3	->
CAB39	STK26	->
CABLES1	CDH2	->
CABLES1	CTNNA1	->
CABLES1	CTNNB1	->
CABLES1	CTNND1	->
CABLES1	TP63	->
CACNA1A	RAC1	->
CACNA1A	RHOA	->
CADM1	RAC1	->
CALM1	CSNK1A1	->
CALM1	LNPEP	->
CALM1	MAP2K3	->
CALM1	MAP2K6	->
CALM1	SLC2A4	->
CALM1	STAT1	->
CAMK2A	MEF2B	->
CAMK2A	MEF2C	->
CAMK2A	MEF2D	->
CAMK2A	SMAD2	->
CAMK2A	STMN1	->
CAMK2B	MAP2K3	->
CAMK2B	MAP2K6	->
CAMK2D	HES1	->
CAMK2D	MEF2B	->
CAMK2D	MEF2C	->
CAMK2D	MEF2D	->
CAMK2D	PARP1	->
CAMK2D	STMN1	->
CAMK2D	TLE1	->
CAMK2G	ETS1	->
CAMK4	MEF2B	->
CAMK4	MEF2C	->
CAMK4	STMN1	->
CAPN1	PTPN1	->
CARD11	GAB2	->
CARM1	GTF2A1	->
CARM1	GTF3A	->
CARM1	NR1H4	->
CARM1	POLR2A	->
CASK	CPLX1	->
CASK	PPFIA1	->
CASK	PPFIA2	->
CASK	PPFIA3	->
CASK	PPFIA4	->
CASK	RAB3A	->
CASK	RIMS1	->
CASK	SLC18A2	->
CASK	SNAP25	->
CASK	STX1A	->
CASK	STXBP1	->
CASK	SYT1	->
CASK	UNC13B	->
CASK	VAMP2	->
CASP1	CASP3	->
CASP1	IL1R2	->
CASP1	XIAP	->
CASP10	CYCS	->
CASP10	EIF3A	->
CASP10	EIF4G1	->
CASP10	EIF4G3	->
CASP10	MAP2K4	->
CASP10	PTBP1	->
CASP10	PTBP2	->
CASP2	CASP3	->
CASP2	CASP6	->
CASP2	CASP7	->
CASP2	EIF3A	->
CASP2	EIF4G1	->
CASP2	EIF4G3	->
CASP2	LMNA	->
CASP2	LMNB1	->
CASP2	LMNB2	->
CASP2	MAP2K7	->
CASP2	MAP3K14	->
CASP2	MAP4K4	->
CASP2	PTBP1	->
CASP2	PTBP2	->
CASP2	XIAP	->
CASP3	LIMK1	->
CASP3	NFATC2	->
CASP3	NUMA1	->
CASP3	PARP1	->
CASP3	PTK2	->
CASP3	RFC1	->
CASP3	SLK	->
CASP3	SREBF1	->
CASP3	TOP1	->
CASP6	EIF3A	->
CASP6	EIF4G1	->
CASP6	EIF4G3	->
CASP6	KRT18	->
CASP6	LMNB2	->
CASP6	NUMA1	->
CASP6	PTBP1	->
CASP6	PTBP2	->
CASP6	PTK2	->
CASP6	TFAP2A	->
CASP6	TOP1	->
CASP7	ITGA6	->
CASP7	ITGB4	->
CASP8	MAP2K7	->
CASP8	RIPK3	->
CASP9	DKFZP686N1815	->
CASP9	EIF3A	->
CASP9	EIF4G1	->
CASP9	EIF4G3	->
CASP9	PTBP1	->
CASP9	PTBP2	->
CASR	FYN	->
CAV1	GRB2	->
CAV1	PLIN1	->
CAV1	PRKACA	->
CAV1	PRKACB	->
CAV1	PRKACG	->
CAV1	RIPK1	->
CAV1	SMAD1	->
CAV1	SMAD5	->
CAV1	SMAD9	->
CAV1	TNF	->
CAV1	TNFRSF1A	->
CAV1	TRADD	->
CAV1	TRAF2	->
CBL	HGF	->
CBL	RAP1A	->
CBL	RAP1B	->
CBL	RHOQ	->
CBL	VAV3	->
CBLB	EGF	->
CBLL1	CDH1	->
CBLL1	CTNNB1	->
CBP	GTF2A1	->
CBP	GTF3A	->
CBP	JUN	->
CBP	POLR2A	->
CBX3	CCNH	->
CBX3	CD3EAP	->
CBX3	CDK7	->
CBX3	ERCC2	->
CBX3	ERCC3	->
CBX3	GTF2H1	->
CBX3	GTF2H2	->
CBX3	GTF2H3	->
CBX3	GTF2H4	->
CBX3	GTF2H5	->
CBX3	MNAT1	->
CBX3	POLR1A	->
CBX3	POLR1B	->
CBX3	POLR1C	->
CBX3	POLR1D	->
CBX3	POLR1E	->
CBX3	POLR2E	->
CBX3	POLR2F	->
CBX3	POLR2H	->
CBX3	POLR2K	->
CBX3	POLR2L	->
CBX3	TAF1A	->
CBX3	TAF1B	->
CBX3	TAF1C	->
CBX3	TAF1D	->
CBX3	TBP	->
CBX3	TWISTNB	->
CBX3	UBTF	->
CBX3	ZNRD1	->
CCL11	PIK3C2G	->
CCL11	PLCB1	->
CCL4	PLCB1	->
CCM2	MAPK11	->
CCM2	MAPK14	->
CCNA2	FOXM1	->
CCNA2	MDM2	->
CCNA2	TFDP1	->
CCNA2	TP53	->
CCNA2	TP73	->
CCND1	FOXM1	->
CCND1	HDAC1	->
CCND1	SUV39H1	->
CCND2	E2F1	->
CCND2	E2F2	->
CCND2	E2F3	->
CCND2	HDAC1	->
CCND2	SUV39H1	->
CCND2	TFDP1	->
CCND3	E2F1	->
CCND3	E2F2	->
CCND3	E2F3	->
CCND3	HDAC1	->
CCND3	SUV39H1	->
CCND3	TFDP1	->
CCNE1	E2F5	->
CCNE1	FOXM1	->
CCNE1	RRN3	->
CCNE2	TP73	->
CCNH	RARG	->
CCR5	PLCB1	->
CCT2	TTC8	->
CCT3	TTC8	->
CCT4	TTC8	->
CCT5	TTC8	->
CCT8	TTC8	->
CD14	HSPD1	->
CD14	SFTPA1	->
CD14	VCAN	->
CD209	HRAS	->
CD209	KRAS	->
CD209	NRAS	->
CD247	DBNL	->
CD247	FYB	->
CD247	IL2	->
CD247	IL2RA	->
CD247	IL2RB	->
CD247	IL2RG	->
CD247	JUN	->
CD247	MAP4K1	->
CD247	PRKAR1A	->
CD247	PRKAR2A	->
CD247	PRKAR2B	->
CD247	SHC1	->
CD28	GAB2	->
CD28	ITK	->
CD28	NTRK1	->
CD28	PRKCQ	->
CD28	STK39	->
CD28	ZAP70	->
CD36	MAPK8	->
CD3D	DBNL	->
CD3D	FYB	->
CD3D	IL2	->
CD3D	IL2RA	->
CD3D	IL2RB	->
CD3D	IL2RG	->
CD3D	JUN	->
CD3D	MAP4K1	->
CD3D	SHC1	->
CD3E	DBNL	->
CD3E	FYB	->
CD3E	IL2	->
CD3E	IL2RA	->
CD3E	IL2RB	->
CD3E	IL2RG	->
CD3E	JUN	->
CD3E	MAP4K1	->
CD3E	SHC1	->
CD3G	DBNL	->
CD3G	FYB	->
CD3G	IL2	->
CD3G	IL2RA	->
CD3G	IL2RB	->
CD3G	IL2RG	->
CD3G	JUN	->
CD3G	MAP4K1	->
CD3G	SHC1	->
CD4	DBNL	->
CD4	FYB	->
CD4	MAP4K1	->
CD4	SHC1	->
CD4	VAV1	->
CD40	MAP2K4	->
CD40	MAPK10	->
CD40	MAPK11	->
CD40	MAPK14	->
CD40	MAPK8	->
CD40	MAPK9	->
CD40	NFKBIA	->
CD40	RELA	->
CD40	STAT5A	->
CD40LG	MAP2K4	->
CD40LG	MAPK10	->
CD40LG	MAPK11	->
CD40LG	MAPK14	->
CD40LG	MAPK8	->
CD40LG	MAPK9	->
CD40LG	NFKBIA	->
CD40LG	STAT5A	->
CD79A	DOK1	->
CD79A	INPP5D	->
CD79A	MTOR	->
CD79A	PLCB1	->
CD79A	RPS6KB1	->
CD79B	DOK1	->
CD79B	INPP5D	->
CD79B	MTOR	->
CD79B	PLCB1	->
CD79B	RPS6KB1	->
CD80	GAB2	->
CD80	ITK	->
CD80	PRKCQ	->
CD80	STK39	->
CD80	ZAP70	->
CD86	GAB2	->
CD86	ITK	->
CD86	PRKCQ	->
CD86	STK39	->
CD86	ZAP70	->
CD8A	CSK	->
CD8A	IL12A	->
CD8A	IL12B	->
CD8A	IL12RB1	->
CD8A	IL12RB2	->
CD8A	IL2	->
CD8A	IL2RA	->
CD8A	IL2RB	->
CD8A	IL2RG	->
CD8A	JUN	->
CD8A	PAG1	->
CD8A	PRKCQ	->
CD8A	PTPN6	->
CD8A	SHC1	->
CD8A	TYK2	->
CD8B	CSK	->
CD8B	IL12A	->
CD8B	IL12B	->
CD8B	IL12RB1	->
CD8B	IL12RB2	->
CD8B	IL2	->
CD8B	IL2RA	->
CD8B	IL2RB	->
CD8B	IL2RG	->
CD8B	JUN	->
CD8B	PAG1	->
CD8B	PRKCQ	->
CD8B	PTPN6	->
